"native","family","physiognomy","synonymGC","commonName","nameDNR"
"N","Cyperaceae","G","Eriophorum virginicum","tawny cottongrass","Eriophorum virginicum"
"N","Cyperaceae","G","Eriophorum viridicarinatum","green-keeled cottongrass","Eriophorum viridicarinatum"
"I","Geraniaceae","H","Erodium cicutarium","redstem filaree","Erodium cicutarium"
"I","Brassicaceae","H","Erucastrum gallicum","dog mustard","Erucastrum gallicum"
"N","Apiaceae","H","Eryngium yuccifolium","rattlesnake master","Eryngium yuccifolium var. yuccifolium"
"N","Brassicaceae","H","Erysimum asperum","western wallflower","Erysimum asperum"
"I","Brassicaceae","H","Erysimum cheiranthoides","wormseed mustard","Erysimum cheiranthoides"
"N","Brassicaceae","H","Erysimum inconspicuum","small-flowered wallflower","Erysimum inconspicuum"
"N","Scrophulariaceae","H","Mimulus glabratus, Mimulus glabratus var. fremontii","yellow monkey flower","Erythranthe geyeri"
"N","Liliaceae","H","Erythronium albidum","white trout lily","Erythronium albidum"
"N","Liliaceae","H","","trout lily","Erythronium albidum x propullans"
"N","Liliaceae","H","Erythronium americanum","yellow trout lily","Erythronium americanum subsp. americanum"
"N","Liliaceae","H","Erythronium propullans","dwarf trout lily","Erythronium propullans"
"I","Celastraceae","D","Euonymus alatus","winged burning bush","Euonymus alatus"
"N","Celastraceae","D","Euonymus atropurpureus","wahoo","Euonymus atropurpureus"
"N","Asteraceae","H","Eupatorium altissimum","tall boneset","Eupatorium altissimum"
"N","Asteraceae","H","Eupatorium perfoliatum","common boneset","Eupatorium perfoliatum"
"N","Asteraceae","H","Eupatorium sessilifolium","upland boneset","Eupatorium sessilifolium"
"N","Euphorbiaceae","H","Euphorbia corollata, Euphorbia corollata var. corollata","eastern flowering spurge","Euphorbia corollata"
"N","Euphorbiaceae","H","Euphorbia cyathophora","fire-on-the-mountain","Euphorbia cyathophora"
"I","Euphorbiaceae","H","Euphorbia cyparissias","cypress spurge","Euphorbia cyparissias"
"I","Euphorbiaceae","H","","David's spurge","Euphorbia davidii"
"N","Euphorbiaceae","H","Euphorbia dentata","toothed spurge","Euphorbia dentata"
"N","Euphorbiaceae","H","","Geyer's sandmat","Euphorbia geyeri var. geyeri"
"N","Euphorbiaceae","H","Euphorbia glyptosperma","ribseed sandmat","Euphorbia glyptosperma"
"N","Euphorbiaceae","H","Euphorbia hexagona","six-angled spurge","Euphorbia hexagona"
"N","Euphorbiaceae","H","Euphorbia maculata","prostrate hairy spurge","Euphorbia maculata"
"N","Euphorbiaceae","H","Euphorbia marginata","snow-on-the-mountain","Euphorbia marginata"
"N","Euphorbiaceae","H","Euphorbia missurica, Euphorbia missurica var. intermedia","Missouri spurge","Euphorbia missurica"
"N","Euphorbiaceae","H","Euphorbia nutans","nodding spurge","Euphorbia nutans"
"N","Euphorbiaceae","H","Euphorbia serpyllifolia","thyme-leaved spurge","Euphorbia serpillifolia subsp. serpillifolia"
"N","Euphorbiaceae","H","Euphorbia spathulata","warty spurge","Euphorbia spathulata"
"I","Euphorbiaceae","H","Euphorbia esula","leafy spurge","Euphorbia virgata"
"N","Scrophulariaceae","H","Euphrasia hudsoniana","Hudson Bay eyebright","Euphrasia hudsoniana"
"N","Scrophulariaceae","H","Euphrasia hudsoniana var. ramosior","Hudson Bay eyebright","Euphrasia hudsoniana var. ramosior"
"I","Scrophulariaceae","H","Euphrasia officinalis","tartary eyebright","Euphrasia nemorosa"
"I","Scrophulariaceae","H","","drug eyebright","Euphrasia stricta var. stricta"
"N","Asteraceae","H","Aster macrophyllus","large-leaved aster","Eurybia macrophylla"
"N","Asteraceae","H","Euthamia graminifolia, Euthamia graminifolia var. graminifolia, Euthamia graminifolia var. major","grass-leaved goldenrod","Euthamia graminifolia"
"N","Asteraceae","H","Euthamia gymnospermoides","Great Plains goldentop","Euthamia gymnospermoides"
"N","Asteraceae","H","Eupatorium maculatum","spotted Joe pye weed","Eutrochium maculatum"
"N","Asteraceae","H","Eupatorium maculatum subsp. bruneri","spotted Joe pye weed","Eutrochium maculatum var. bruneri"
"N","Asteraceae","H","Eupatorium maculatum var. foliosum","spotted Joe pye weed","Eutrochium maculatum var. foliosum"
"N","Asteraceae","H","Eupatorium maculatum var. maculatum","spotted Joe pye weed","Eutrochium maculatum var. maculatum"
"N","Asteraceae","H","Eupatorium purpureum var. holzingeri","sweet-scented Joe pye weed","Eutrochium purpureum var. holzingeri"
"I","Polygonaceae","H","Fagopyrum esculentum","buckwheat","Fagopyrum esculentum"
"N","unknown","H","Polygonum cilinode","fringed black-bindweed","Fallopia cilinodis"
"I","unknown","H","Polygonum convolvulus","black-bindweed","Fallopia convolvulus"
"I","unknown","H","Polygonum cuspidatum","Japanese knotweed","Fallopia japonica var. japonica"
"N","unknown","H","Polygonum scandens var. scandens","false buckwheat","Fallopia scandens"
"I","unknown","H","","bohemian knotweed","Fallopia xbohemica"
"I","Poaceae","G","Festuca rubra","red fescue","Festuca rubra"
"I","Poaceae","G","Festuca rubra","chewing fescue","Festuca rubra subsp. fallax"
"I","Poaceae","G","Festuca rubra","red fescue","Festuca rubra subsp. rubra"
"N","Poaceae","G","Festuca brachyphylla var. rydbergii, Festuca ovina","mountain fescue","Festuca saximontana var. saximontana"
"N","Poaceae","G","Festuca subverticillata","nodding fescue","Festuca subverticillata"
"I","Poaceae","G","Festuca trachyphylla","long-leaved fescue","Festuca trachyphylla"
"I","Rosaceae","H","Filipendula ulmaria, Filipendula ulmaria var. denudata, Filipendula ulmaria var. ulmaria","queen-of-the-meadow","Filipendula ulmaria"
"N","Cyperaceae","G","Fimbristylis autumnalis","autumn fimbry","Fimbristylis autumnalis"
"N","Cyperaceae","G","Fimbristylis puberula var. interior","hairy fimbry","Fimbristylis puberula var. interior"
"N","Limnanthaceae","H","Floerkea proserpinacoides","false mermaid","Floerkea proserpinacoides"
"N","Rosaceae","H","Fragaria vesca var. americana","wood strawberry","Fragaria vesca subsp. americana"
"N","Rosaceae","H","Fragaria virginiana","common strawberry","Fragaria virginiana"
"N","Rosaceae","H","","common strawberry","Fragaria virginiana subsp. glauca"
"N","Rosaceae","H","","common strawberry","Fragaria virginiana subsp. virginiana"
"I","Rhamnaceae","D","Rhamnus frangula","glossy buckthorn","Frangula alnus"
"N","Oleaceae","D","Fraxinus americana","white ash","Fraxinus americana"
"N","Oleaceae","D","Fraxinus nigra","black ash","Fraxinus nigra"
"N","Oleaceae","D","Fraxinus pennsylvanica","green ash","Fraxinus pennsylvanica"
"N","Amaranthaceae","H","Froelichia floridana var. campestris","prairie cottonweed","Froelichia floridana"
"N","Asteraceae","H","Gaillardia aristata","blanketflower","Gaillardia aristata"
"I","Asteraceae","H","Gaillardia pulchella","rose-ring gaillardia","Gaillardia pulchella"
"N","Orchidaceae","H","Orchis spectabilis","showy orchis","Galearis spectabilis"
"I","Lamiaceae","H","Galeopsis tetrahit","hemp nettle","Galeopsis tetrahit"
"I","Lamiaceae","H","Galeopsis tetrahit var. bifida","hemp nettle","Galeopsis tetrahit var. bifida"
"I","Lamiaceae","H","Galeopsis tetrahit var. tetrahit","hemp nettle","Galeopsis tetrahit var. tetrahit"
"I","Asteraceae","H","Galinsoga parviflora","small-flowered galinsoga","Galinsoga parviflora var. parviflora"
"I","Asteraceae","H","Galinsoga quadriradiata","hairy galinsoga","Galinsoga quadriradiata"
"N","Rubiaceae","H","Galium aparine","cleavers","Galium aparine"
"N","Rubiaceae","H","Galium asprellum","rough bedstraw","Galium asprellum"
"N","Rubiaceae","H","Galium boreale","northern bedstraw","Galium boreale"
"N","Rubiaceae","H","Galium circaezans var. hypomalacum","licorice bedstraw","Galium circaezans var. hypomalacum"
"N","Rubiaceae","H","Galium concinnum","shining bedstraw","Galium concinnum"
"N","Rubiaceae","H","Galium labradoricum","labrador bedstraw","Galium labradoricum"
"I","Rubiaceae","H","Galium mollugo","false baby's breath","Galium mollugo"
"N","Rubiaceae","H","Galium obtusum var. obtusum","obtuse bedstraw","Galium obtusum var. obtusum"
"N","Rubiaceae","H","Galium palustre","marsh bedstraw","Galium palustre"
"N","Rubiaceae","H","Galium tinctorium var. tinctorium","small bedstraw","Galium tinctorium var. tinctorium"
"N","Rubiaceae","H","Galium trifidum var. trifidum","three-cleft bedstraw","Galium trifidum var. trifidum"
"N","Rubiaceae","H","Galium triflorum var. triflorum","sweet-scented bedstraw","Galium triflorum var. triflorum"
"I","Rubiaceae","H","Galium verum","yellow bedstraw","Galium verum"
"N","Ericaceae","B","Gaultheria hispidula","creeping snowberry","Gaultheria hispidula"
"N","Ericaceae","B","Gaultheria procumbens","wintergreen","Gaultheria procumbens"
"N","Ericaceae","D","Gaylussacia baccata","black huckleberry","Gaylussacia baccata"
"N","Gentianaceae","H","","pleated gentian","Gentiana affinis var. affinis"
"N","Gentianaceae","H","Gentiana andrewsii","bottle gentian","Gentiana andrewsii"
"N","Gentianaceae","H","Gentiana andrewsii var. andrewsii","bottle gentian","Gentiana andrewsii var. andrewsii"
"N","Gentianaceae","H","Gentiana andrewsii var. dakotica","bottle gentian","Gentiana andrewsii var. dakotica"
"N","Gentianaceae","H","Gentiana flavida","yellowish gentian","Gentiana flavida"
"N","Gentianaceae","H","Gentiana puberulenta","downy gentian","Gentiana puberulenta"
"N","Gentianaceae","H","Gentiana rubricaulis","great lakes gentian","Gentiana rubricaulis"
"N","Gentianaceae","H","Gentiana xbillingtonii","Billington's gentian","Gentiana xbillingtonii"
"N","Gentianaceae","H","","marsh gentian","Gentianella amarella subsp. acuta"
"N","Gentianaceae","H","Gentianella quinquefolia var. occidentalis","stiff gentian","Gentianella quinquefolia subsp. occidentalis"
"N","Gentianaceae","H","Gentianopsis crinita","greater fringed gentian","Gentianopsis crinita"
"N","Gentianaceae","H","Gentianopsis procera","lesser fringed gentian","Gentianopsis virgata"
"N","Gentianaceae","H","","Macoun's fringed gentian","Gentianopsis virgata subsp. macounii"
"N","Gentianaceae","H","Gentianopsis procera","narrow-leaved fringed gentian","Gentianopsis virgata subsp. virgata"
"N","unknown","H","Geocaulon lividum","northern comandra","Geocaulon lividum"
"N","Geraniaceae","H","Geranium bicknellii","Bicknell's cranesbill","Geranium bicknellii"
"N","Geraniaceae","H","Geranium carolinianum","Carolina cranesbill","Geranium carolinianum"
"N","Geraniaceae","H","Geranium maculatum","wild geranium","Geranium maculatum"
"I","Geraniaceae","H","Geranium sibiricum","Siberian cranesbill","Geranium sibiricum"
"N","Rosaceae","H","Geum aleppicum, Geum aleppicum var. strictum","yellow avens","Geum aleppicum"
"N","Rosaceae","H","Geum canadense","white avens","Geum canadense"
"N","Rosaceae","H","Geum laciniatum","rough avens","Geum laciniatum"
"N","Rosaceae","H","Geum macrophyllum var. perincisum","big-leaved avens","Geum macrophyllum var. perincisum"
"N","Rosaceae","H","Geum rivale","purple avens","Geum rivale"
"N","Rosaceae","H","","prairie smoke","Geum triflorum var. triflorum"
"N","Rosaceae","H","","spring avens","Geum vernum"
"I","Lamiaceae","H","Glechoma hederacea","creeping charlie","Glechoma hederacea"
"N","Fabaceae","D","Gleditsia triacanthos","honey locust","Gleditsia triacanthos"
"N","Poaceae","G","Glyceria borealis","northern manna grass","Glyceria borealis"
"N","Poaceae","G","Glyceria canadensis","rattlesnake grass","Glyceria canadensis var. canadensis"
"N","Poaceae","G","Glyceria grandis","tall manna grass","Glyceria grandis var. grandis"
"I","Poaceae","G","","tall glyceria","Glyceria maxima"
"N","Poaceae","G","Glyceria striata, Glyceria striata var. striata, Glyceria striata var. stricta","fowl manna grass","Glyceria striata"
"N","Fabaceae","H","Glycyrrhiza lepidota","wild licorice","Glycyrrhiza lepidota"
"I","Asteraceae","H","Gnaphalium uliginosum","low cudweed","Gnaphalium uliginosum"
"N","Orchidaceae","H","Goodyera pubescens","downy rattlesnake plantain","Goodyera pubescens"
"N","Orchidaceae","H","Goodyera repens var. ophioides","lesser rattlesnake plantain","Goodyera repens"
"N","Orchidaceae","H","Goodyera tesselata","tesselated rattlesnake plantain","Goodyera tesselata"
"N","Scrophulariaceae","H","Gratiola neglecta","clammy hedgehyssop","Gratiola neglecta"
"N","Asteraceae","H","Grindelia squarrosa var. quasiperennis","hairy gumweed","Grindelia hirsutula"
"N","Asteraceae","H","Grindelia squarrosa, Grindelia squarrosa var. serrulata, Grindelia squarrosa var. squarrosa","curly cup gumweed","Grindelia squarrosa"
"N","Dryopteridaceae","H","","Nahanni oak fern","Gymnocarpium continentale"
"N","Dryopteridaceae","H","Gymnocarpium dryopteris","western oak fern","Gymnocarpium dryopteris"
"N","Dryopteridaceae","H","Gymnocarpium robertianum s.l.","scented oak fern","Gymnocarpium robertianum"
"N","Dryopteridaceae","H","","Britton's oak fern","Gymnocarpium xbrittonianum"
"N","Dryopteridaceae","H","","intermediate oak fern","Gymnocarpium xintermedium"
"N","Fabaceae","D","Gymnocladus dioica","Kentucky coffee tree","Gymnocladus dioicus"
"I","Caryophyllaceae","H","Gypsophila muralis","low baby’s-breath","Gypsophila muralis"
"I","Caryophyllaceae","H","Gypsophila paniculata","common baby’s-breath","Gypsophila paniculata"
"N","Boraginaceae","H","Hackelia deflexa var. americana","nodding stickseed","Hackelia deflexa var. americana"
"N","Boraginaceae","H","Hackelia virginiana","Virginia stickseed","Hackelia virginiana"
"N","Gentianaceae","H","Halenia deflexa, Halenia deflexa var. deflexa","northern spurred gentian","Halenia deflexa"
"N","Hamamelidaceae","D","Hamamelis virginiana","witch-hazel","Hamamelis virginiana"
"N","Asteraceae","H","Cacalia suaveolens","sweet-smelling Indian plantain","Hasteola suaveolens"
"N","Lamiaceae","H","Hedeoma hispida","mock pennyroyal","Hedeoma hispida"
"N","Lamiaceae","H","Hedeoma pulegioides","American pennyroyal","Hedeoma pulegioides"
"N","Rubiaceae","H","Hedyotis longifolia","bluets","Hedyotis longifolia"
"N","Asteraceae","H","Helenium autumnale var. autumnale","autumn sneezeweed","Helenium autumnale"
"N","Asteraceae","H","Helianthus annuus","common sunflower","Helianthus annuus"
"N","Asteraceae","H","Helianthus giganteus s.l.","giant sunflower","Helianthus giganteus"
"N","Asteraceae","H","Helianthus grosseserratus","sawtooth sunflower","Helianthus grosseserratus"
"N","Asteraceae","H","Helianthus hirsutus","hairy sunflower","Helianthus hirsutus"
"N","Asteraceae","H","Helianthus maximilianii","Maximilian's sunflower","Helianthus maximiliani"
"N","Asteraceae","H","Helianthus giganteus s.l.","Nuttall's sunflower","Helianthus nuttallii subsp. rydbergii"
"N","Asteraceae","H","Helianthus occidentalis var. occidentalis","western sunflower","Helianthus occidentalis subsp. occidentalis"
"N","Asteraceae","H","Helianthus pauciflorus","stiff sunflower","Helianthus pauciflorus"
"N","Asteraceae","H","Helianthus pauciflorus var. pauciflorus","stiff sunflower","Helianthus pauciflorus subsp. pauciflorus"
"N","Asteraceae","H","Helianthus pauciflorus var. subrhomboideus","stiff sunflower","Helianthus pauciflorus subsp. subrhomboideus"
"N","Asteraceae","H","Helianthus petiolaris","prairie sunflower","Helianthus petiolaris subsp. petiolaris"
"N","Asteraceae","H","Helianthus strumosus","woodland sunflower","Helianthus strumosus"
"N","Asteraceae","H","Helianthus tuberosus","Jerusalem artichoke","Helianthus tuberosus"
"N","Asteraceae","H","Helianthus xlaetiflorus","bright sunflower","Helianthus xlaetiflorus"
"N","Asteraceae","H","Heliopsis helianthoides var. scabra","ox-eye","Heliopsis helianthoides var. scabra"
"I","Liliaceae","H","Hemerocallis fulva","orange daylily","Hemerocallis fulva"
"N","Apiaceae","H","Heracleum lanatum","cow parsnip","Heracleum maximum"
"I","Brassicaceae","H","Hesperis matronalis","dame's rocket","Hesperis matronalis"
"N","Poaceae","G","Stipa comata","needle-and-thread grass","Hesperostipa comata subsp. comata"
"N","Poaceae","G","","small porcupinegrass","Hesperostipa curtiseta"
"N","Poaceae","G","Stipa spartea","porcupine grass","Hesperostipa spartea"
"N","Pontederiaceae","H,S","Zosterella dubia","water stargrass","Heteranthera dubia"
"N","Pontederiaceae","H,S","Heteranthera limosa","mud plantain","Heteranthera limosa"
"N","Asteraceae","H","Chrysopsis villosa, Chrysopsis villosa var. angustifolia","stiff-leaf golden aster","Heterotheca stenophylla var. angustifolia"
"N","Asteraceae","H","Chrysopsis villosa","hairy golden aster","Heterotheca villosa"
"N","Asteraceae","H","","hairy golden aster","Heterotheca villosa var. ballardii"
"N","Asteraceae","H","Chrysopsis villosa var. foliosa","hairy golden aster","Heterotheca villosa var. foliosa"
"N","Asteraceae","H","","hairy golden aster","Heterotheca villosa var. minor"
"N","Asteraceae","H","Chrysopsis villosa var. villosa","hairy golden aster","Heterotheca villosa var. villosa"
"N","Saxifragaceae","H","Heuchera richardsonii","alumroot","Heuchera richardsonii"
"N","Malvaceae","H","Hibiscus laevis","halberd-leaved rose-mallow","Hibiscus laevis"
"I","Malvaceae","H","Hibiscus trionum","flower-of-an-hour","Hibiscus trionum"
"I","Asteraceae","H","Hieracium aurantiacum","orange hawkweed","Hieracium aurantiacum"
"I","Asteraceae","H","Hieracium caespitosum","meadow hawkweed","Hieracium caespitosum"
"N","Asteraceae","H","Hieracium longipilum","long-bearded hawkweed","Hieracium longipilum"
"I","Asteraceae","H","Hieracium pilosella","mouse-ear hawkweed","Hieracium pilosella"
"I","Asteraceae","H","Hieracium piloselloides","king devil hawkweed","Hieracium piloselloides"
