"native","physiognomy","nameDNR","commonName","emergingTaxonomy","synonymGC","genus"
"N","H","Equisetum fluviatile","water horsetail","","Equisetum fluviatile","Equisetum"
"N","H","Equisetum laevigatum","smooth scouring rush","","Equisetum laevigatum","Equisetum"
"N","H","Equisetum palustre","marsh horsetail","","Equisetum palustre","Equisetum"
"N","H","Equisetum praealtum","common scouring rush","","Equisetum hyemale var. affine","Equisetum"
"N","H","Equisetum pratense","meadow horsetail","","Equisetum pratense","Equisetum"
"N","H","Equisetum scirpoides","dwarf scouring rush","","Equisetum scirpoides","Equisetum"
"N","H","Equisetum sylvaticum","woodland horsetail","","Equisetum sylvaticum","Equisetum"
"N","H","Equisetum variegatum subsp. variegatum","variegated scouring rush","","Equisetum variegatum","Equisetum"
"N","H","Equisetum xferrissii","Ferriss' scouring rush","","Equisetum xferrissii","Equisetum"
"N","H","Equisetum xjesupii","Mack's horsetail","","Equisetum xtrachyodon","Equisetum"
"N","H","Equisetum xlitorale","shallow-water horsetail","","Equisetum xlitorale","Equisetum"
"N","H","Equisetum xmildeanum","","","","Equisetum"
"N","H","Equisetum xnelsonii","Nelson's scouring rush","","Equisetum xnelsonii","Equisetum"
"I","G","Eragrostis cilianensis","stink grass","","Eragrostis cilianensis","Eragrostis"
"N","G","Eragrostis frankii","Frank's lovegrass","","Eragrostis frankii","Eragrostis"
"N","G","Eragrostis hypnoides","creeping lovegrass","","Eragrostis hypnoides","Eragrostis"
"I","G","Eragrostis minor","little lovegrass","","Eragrostis minor","Eragrostis"
"N","G","Eragrostis pectinacea var. pectinacea","tufted lovegrass","","Eragrostis pectinacea","Eragrostis"
"I","G","Eragrostis pilosa","Indian lovegrass","","Eragrostis pilosa","Eragrostis"
"I","G","Eragrostis pilosa var. perplexa","Indian lovegrass","","Eragrostis pilosa var. perplexa","Eragrostis"
"I","G","Eragrostis pilosa var. pilosa","Indian lovegrass","","Eragrostis pilosa var. pilosa","Eragrostis"
"N","G","Eragrostis spectabilis","purple lovegrass","","Eragrostis spectabilis","Eragrostis"
"N","G","Eragrostis trichodes","sand lovegrass","","Eragrostis trichodes","Eragrostis"
"N","H","Erechtites hieraciifolius var. hieraciifolius","pilewort","","Erechtites hieraciifolia var. hieraciifolia","Erechtites"
"N","H","Erigeron acris var. kamtschaticus","bitter fleabane","","Erigeron acris var. kamtschaticus","Erigeron"
"N","H","Erigeron annuus","annual fleabane","","Erigeron annuus","Erigeron"
"N","H","Erigeron glabellus var. pubescens","smooth fleabane","","Erigeron glabellus var. pubescens","Erigeron"
"N","H","Erigeron lonchophyllus","short ray fleabane","","","Erigeron"
"N","H","Erigeron philadelphicus var. philadelphicus","Philadelphia fleabane","","Erigeron philadelphicus","Erigeron"
"N","H","Erigeron pulchellus","poor robin's fleabane","","Erigeron pulchellus","Erigeron"
"N","H","Erigeron pulchellus var. pulchellus","poor robin's fleabane","","Erigeron pulchellus var. pulchellus","Erigeron"
"N","H","Erigeron pulchellus var. tolsteadii","Tolstead's Erigeron","","Erigeron pulchellus var. tolsteadii","Erigeron"
"N","H","Erigeron strigosus","daisy fleabane","","Erigeron strigosus","Erigeron"
"N","H","Erigeron strigosus var. septentrionalis","daisy fleabane","","Erigeron strigosus var. septentrionalis","Erigeron"
"N","H","Erigeron strigosus var. strigosus","daisy fleabane","","Erigeron strigosus var. beyrichii, Erigeron strigosus var. strigosus","Erigeron"
"N","H,S","Eriocaulon aquaticum","pipewort","","Eriocaulon aquaticum","Eriocaulon"
"I","G","Eriochloa villosa","hairy cupgrass","","Eriochloa villosa","Eriochloa"
"N","G","Eriophorum angustifolium subsp. angustifolium","tall cottongrass","","Eriophorum polystachion","Eriophorum"
"N","G","Eriophorum gracile","slender cottongrass","","Eriophorum gracile","Eriophorum"
"N","G","Eriophorum russeolum subsp. leiocarpum","Chamisso's cottongrass","","Eriophorum chamissonis","Eriophorum"
"N","G","Eriophorum tenellum","delicate cottongrass","","Eriophorum tenellum","Eriophorum"
"N","G","Eriophorum vaginatum","tussock cottongrass","","Eriophorum vaginatum var. spissum","Eriophorum"
"N","G","Eriophorum virginicum","tawny cottongrass","","Eriophorum virginicum","Eriophorum"
"N","G","Eriophorum viridicarinatum","green-keeled cottongrass","","Eriophorum viridicarinatum","Eriophorum"
"I","H","Erodium cicutarium","redstem filaree","","Erodium cicutarium","Erodium"
"I","H","Erucastrum gallicum","dog mustard","","Erucastrum gallicum","Erucastrum"
"N","H","Eryngium yuccifolium var. yuccifolium","rattlesnake master","","Eryngium yuccifolium","Eryngium"
"N","H","Erysimum asperum","western wallflower","","Erysimum asperum","Erysimum"
"I","H","Erysimum cheiranthoides","wormseed mustard","","Erysimum cheiranthoides","Erysimum"
"N","H","Erysimum inconspicuum","small-flowered wallflower","","Erysimum inconspicuum","Erysimum"
"N","H","Erythranthe geyeri","yellow monkey flower","","Mimulus glabratus, Mimulus glabratus var. fremontii","Erythranthe"
"N","H","Erythronium albidum","white trout lily","","Erythronium albidum","Erythronium"
"N","H","Erythronium albidum x propullans","trout lily","","","Erythronium"
"N","H","Erythronium americanum subsp. americanum","yellow trout lily","","Erythronium americanum","Erythronium"
"N","H","Erythronium propullans","dwarf trout lily","","Erythronium propullans","Erythronium"
"I","D","Euonymus alatus","winged burning bush","","Euonymus alatus","Euonymus"
"N","D","Euonymus atropurpureus","wahoo","","Euonymus atropurpureus","Euonymus"
"N","H","Eupatorium altissimum","tall boneset","","Eupatorium altissimum","Eupatorium"
"N","H","Eupatorium perfoliatum","common boneset","","Eupatorium perfoliatum","Eupatorium"
"N","H","Eupatorium sessilifolium","upland boneset","","Eupatorium sessilifolium","Eupatorium"
"N","H","Euphorbia corollata","eastern flowering spurge","","Euphorbia corollata, Euphorbia corollata var. corollata","Euphorbia"
"N","H","Euphorbia cyathophora","fire-on-the-mountain","","Euphorbia cyathophora","Euphorbia"
"I","H","Euphorbia cyparissias","cypress spurge","","Euphorbia cyparissias","Euphorbia"
"I","H","Euphorbia davidii","David's spurge","","","Euphorbia"
"N","H","Euphorbia dentata","toothed spurge","","Euphorbia dentata","Euphorbia"
"N","H","Euphorbia geyeri var. geyeri","Geyer's sandmat","","","Euphorbia"
"N","H","Euphorbia glyptosperma","ribseed sandmat","","Euphorbia glyptosperma","Euphorbia"
"N","H","Euphorbia hexagona","six-angled spurge","","Euphorbia hexagona","Euphorbia"
"N","H","Euphorbia maculata","prostrate hairy spurge","","Euphorbia maculata","Euphorbia"
"N","H","Euphorbia marginata","snow-on-the-mountain","","Euphorbia marginata","Euphorbia"
"N","H","Euphorbia missurica","Missouri spurge","","Euphorbia missurica, Euphorbia missurica var. intermedia","Euphorbia"
"N","H","Euphorbia nutans","nodding spurge","","Euphorbia nutans","Euphorbia"
"N","H","Euphorbia serpillifolia subsp. serpillifolia","thyme-leaved spurge","","Euphorbia serpyllifolia","Euphorbia"
"N","H","Euphorbia spathulata","warty spurge","","Euphorbia spathulata","Euphorbia"
"I","H","Euphorbia virgata","leafy spurge","","Euphorbia esula","Euphorbia"
"N","H","Euphrasia hudsoniana","Hudson Bay eyebright","","Euphrasia hudsoniana","Euphrasia"
"N","H","Euphrasia hudsoniana var. ramosior","Hudson Bay eyebright","","Euphrasia hudsoniana var. ramosior","Euphrasia"
"I","H","Euphrasia nemorosa","tartary eyebright","","Euphrasia officinalis","Euphrasia"
"I","H","Euphrasia stricta var. stricta","drug eyebright","","","Euphrasia"
"N","H","Eurybia macrophylla","large-leaved aster","","Aster macrophyllus","Eurybia"
"N","H","Euthamia graminifolia","grass-leaved goldenrod","","Euthamia graminifolia, Euthamia graminifolia var. graminifolia, Euthamia graminifolia var. major","Euthamia"
"N","H","Euthamia gymnospermoides","Great Plains goldentop","","Euthamia gymnospermoides","Euthamia"
"N","H","Eutrochium maculatum","spotted Joe pye weed","","Eupatorium maculatum","Eutrochium"
"N","H","Eutrochium maculatum var. bruneri","spotted Joe pye weed","","Eupatorium maculatum subsp. bruneri","Eutrochium"
"N","H","Eutrochium maculatum var. foliosum","spotted Joe pye weed","","Eupatorium maculatum var. foliosum","Eutrochium"
"N","H","Eutrochium maculatum var. maculatum","spotted Joe pye weed","","Eupatorium maculatum var. maculatum","Eutrochium"
"N","H","Eutrochium purpureum var. holzingeri","sweet-scented Joe pye weed","","Eupatorium purpureum var. holzingeri","Eutrochium"
"I","H","Fagopyrum esculentum","buckwheat","","Fagopyrum esculentum","Fagopyrum"
"N","H","Fallopia cilinodis","fringed black-bindweed","","Polygonum cilinode","Fallopia"
"I","H","Fallopia convolvulus","black-bindweed","","Polygonum convolvulus","Fallopia"
"I","H","Fallopia japonica var. japonica","Japanese knotweed","","Polygonum cuspidatum","Fallopia"
"N","H","Fallopia scandens","false buckwheat","","Polygonum scandens var. scandens","Fallopia"
"I","H","Fallopia xbohemica","bohemian knotweed","","","Fallopia"
"I","G","Festuca rubra","red fescue","","Festuca rubra","Festuca"
"I","G","Festuca rubra subsp. fallax","chewing fescue","","Festuca rubra","Festuca"
"I","G","Festuca rubra subsp. rubra","red fescue","","Festuca rubra","Festuca"
"N","G","Festuca saximontana var. saximontana","mountain fescue","","Festuca brachyphylla var. rydbergii, Festuca ovina","Festuca"
"N","G","Festuca subverticillata","nodding fescue","","Festuca subverticillata","Festuca"
"I","G","Festuca trachyphylla","long-leaved fescue","","Festuca trachyphylla","Festuca"
"I","H","Filipendula ulmaria","queen-of-the-meadow","Filipendula ulmaria, Filipendula ulmaria var. denudata, Filipendula ulmaria var. ulmaria","Filipendula ulmaria, Filipendula ulmaria var. denudata, Filipendula ulmaria var. ulmaria","Filipendula"
"N","G","Fimbristylis autumnalis","autumn fimbry","","Fimbristylis autumnalis","Fimbristylis"
"N","G","Fimbristylis puberula var. interior","hairy fimbry","","Fimbristylis puberula var. interior","Fimbristylis"
"N","H","Floerkea proserpinacoides","false mermaid","","Floerkea proserpinacoides","Floerkea"
"N","H","Fragaria vesca subsp. americana","wood strawberry","","Fragaria vesca var. americana","Fragaria"
"N","H","Fragaria virginiana","common strawberry","","Fragaria virginiana","Fragaria"
"N","H","Fragaria virginiana subsp. glauca","common strawberry","","","Fragaria"
"N","H","Fragaria virginiana subsp. virginiana","common strawberry","","","Fragaria"
"I","D","Frangula alnus","glossy buckthorn","","Rhamnus frangula","Frangula"
"N","D","Fraxinus americana","white ash","","Fraxinus americana","Fraxinus"
"N","D","Fraxinus nigra","black ash","","Fraxinus nigra","Fraxinus"
"N","D","Fraxinus pennsylvanica","green ash","","Fraxinus pennsylvanica","Fraxinus"
"N","H","Froelichia floridana","prairie cottonweed","","Froelichia floridana var. campestris","Froelichia"
"N","H","Gaillardia aristata","blanketflower","","Gaillardia aristata","Gaillardia"
"I","H","Gaillardia pulchella","rose-ring gaillardia","","Gaillardia pulchella","Gaillardia"
"N","H","Galearis spectabilis","showy orchis","","Orchis spectabilis","Galearis"
"I","H","Galeopsis tetrahit","hemp nettle","","Galeopsis tetrahit","Galeopsis"
"I","H","Galeopsis tetrahit var. bifida","hemp nettle","","Galeopsis tetrahit var. bifida","Galeopsis"
"I","H","Galeopsis tetrahit var. tetrahit","hemp nettle","","Galeopsis tetrahit var. tetrahit","Galeopsis"
"I","H","Galinsoga parviflora var. parviflora","small-flowered galinsoga","","Galinsoga parviflora","Galinsoga"
"I","H","Galinsoga quadriradiata","hairy galinsoga","","Galinsoga quadriradiata","Galinsoga"
"N","H","Galium aparine","cleavers","","Galium aparine","Galium"
"N","H","Galium asprellum","rough bedstraw","","Galium asprellum","Galium"
"N","H","Galium boreale","northern bedstraw","","Galium boreale","Galium"
"N","H","Galium circaezans var. hypomalacum","licorice bedstraw","","Galium circaezans var. hypomalacum","Galium"
"N","H","Galium concinnum","shining bedstraw","","Galium concinnum","Galium"
"N","H","Galium labradoricum","labrador bedstraw","","Galium labradoricum","Galium"
"I","H","Galium mollugo","false baby's breath","","Galium mollugo","Galium"
"N","H","Galium obtusum var. obtusum","obtuse bedstraw","","Galium obtusum var. obtusum","Galium"
"N","H","Galium palustre","marsh bedstraw","","Galium palustre","Galium"
"N","H","Galium tinctorium var. tinctorium","small bedstraw","","Galium tinctorium var. tinctorium","Galium"
"N","H","Galium trifidum var. trifidum","three-cleft bedstraw","","Galium trifidum var. trifidum","Galium"
"N","H","Galium triflorum var. triflorum","sweet-scented bedstraw","","Galium triflorum var. triflorum","Galium"
"I","H","Galium verum","yellow bedstraw","","Galium verum","Galium"
"N","B","Gaultheria hispidula","creeping snowberry","","Gaultheria hispidula","Gaultheria"
"N","B","Gaultheria procumbens","wintergreen","","Gaultheria procumbens","Gaultheria"
"N","D","Gaylussacia baccata","black huckleberry","","Gaylussacia baccata","Gaylussacia"
"N","H","Gentiana affinis var. affinis","pleated gentian","","","Gentiana"
"N","H","Gentiana andrewsii","bottle gentian","","Gentiana andrewsii","Gentiana"
"N","H","Gentiana andrewsii var. andrewsii","bottle gentian","","Gentiana andrewsii var. andrewsii","Gentiana"
"N","H","Gentiana andrewsii var. dakotica","bottle gentian","","Gentiana andrewsii var. dakotica","Gentiana"
"N","H","Gentiana flavida","yellowish gentian","","Gentiana flavida","Gentiana"
"N","H","Gentiana puberulenta","downy gentian","","Gentiana puberulenta","Gentiana"
"N","H","Gentiana rubricaulis","great lakes gentian","","Gentiana rubricaulis","Gentiana"
"N","H","Gentiana xbillingtonii","Billington's gentian","","Gentiana xbillingtonii","Gentiana"
"N","H","Gentianella amarella subsp. acuta","marsh gentian","","","Gentianella"
"N","H","Gentianella quinquefolia subsp. occidentalis","stiff gentian","","Gentianella quinquefolia var. occidentalis","Gentianella"
"N","H","Gentianopsis crinita","greater fringed gentian","","Gentianopsis crinita","Gentianopsis"
"N","H","Gentianopsis virgata","lesser fringed gentian","","Gentianopsis procera","Gentianopsis"
"N","H","Gentianopsis virgata subsp. macounii","Macoun's fringed gentian","","","Gentianopsis"
"N","H","Gentianopsis virgata subsp. virgata","narrow-leaved fringed gentian","","Gentianopsis procera","Gentianopsis"
"N","H","Geocaulon lividum","northern comandra","","Geocaulon lividum","Geocaulon"
"N","H","Geranium bicknellii","Bicknell's cranesbill","","Geranium bicknellii","Geranium"
"N","H","Geranium carolinianum","Carolina cranesbill","","Geranium carolinianum","Geranium"
"N","H","Geranium maculatum","wild geranium","","Geranium maculatum","Geranium"
"I","H","Geranium sibiricum","Siberian cranesbill","","Geranium sibiricum","Geranium"
"N","H","Geum aleppicum","yellow avens","","Geum aleppicum, Geum aleppicum var. strictum","Geum"
"N","H","Geum canadense","white avens","","Geum canadense","Geum"
"N","H","Geum laciniatum","rough avens","","Geum laciniatum","Geum"
"N","H","Geum macrophyllum var. perincisum","big-leaved avens","","Geum macrophyllum var. perincisum","Geum"
"N","H","Geum rivale","purple avens","","Geum rivale","Geum"
"N","H","Geum triflorum var. triflorum","prairie smoke","","","Geum"
"N","H","Geum vernum","spring avens","","","Geum"
"I","H","Glechoma hederacea","creeping charlie","","Glechoma hederacea","Glechoma"
"N","D","Gleditsia triacanthos","honey locust","","Gleditsia triacanthos","Gleditsia"
"N","G","Glyceria borealis","northern manna grass","","Glyceria borealis","Glyceria"
"N","G","Glyceria canadensis var. canadensis","rattlesnake grass","","Glyceria canadensis","Glyceria"
"N","G","Glyceria grandis var. grandis","tall manna grass","","Glyceria grandis","Glyceria"
"I","G","Glyceria maxima","tall glyceria","","","Glyceria"
"N","G","Glyceria striata","fowl manna grass","","Glyceria striata, Glyceria striata var. striata, Glyceria striata var. stricta","Glyceria"
"N","H","Glycyrrhiza lepidota","wild licorice","","Glycyrrhiza lepidota","Glycyrrhiza"
"I","H","Gnaphalium uliginosum","low cudweed","","Gnaphalium uliginosum","Gnaphalium"
"N","H","Goodyera pubescens","downy rattlesnake plantain","","Goodyera pubescens","Goodyera"
"N","H","Goodyera repens","lesser rattlesnake plantain","","Goodyera repens var. ophioides","Goodyera"
"N","H","Goodyera tesselata","tesselated rattlesnake plantain","","Goodyera tesselata","Goodyera"
"N","H","Gratiola neglecta","clammy hedgehyssop","","Gratiola neglecta","Gratiola"
"N","H","Grindelia hirsutula","hairy gumweed","","Grindelia squarrosa var. quasiperennis","Grindelia"
